stem,style,lpips,ssim,histogram_distance
thanh1+󱟢,thanh1,0.06915711611509323,0.7408569920616181,0.13605740999437263
thanh1+𡄧,thanh1,0.12025327980518341,0.5680920756771621,0.4232362343003196
thanh1+󱦩,thanh1,0.09560949355363846,0.6774158874185936,0.1404001677985913
thanh1+󱥦,thanh1,0.12643760442733765,0.5808082754335784,0.1795995937857459
thanh1+𫪄,thanh1,0.09290816634893417,0.7531562192743589,0.10509035380186904
thanh1+𬡶,thanh1,0.10173545777797699,0.539070465343633,0.20165916578370865
thanh1+󱩳,thanh1,0.11866063624620438,0.6385294239040138,0.16846398947315988
thanh1+𪭟,thanh1,0.08340715616941452,0.7955321311388038,0.09872584737891286
thanh1+󱦯,thanh1,0.07757320255041122,0.6393445923410506,0.13917689346100084
thanh1+󱤠,thanh1,0.09914115071296692,0.6651307745562681,0.18149757319050439
thanh1+󱝺,thanh1,0.08964797109365463,0.5678081939633086,0.12753653551933433
thanh1+𢠤,thanh1,0.10696198046207428,0.6190082129941856,0.12829607315972272
thanh1+𫧟,thanh1,0.11231409013271332,0.5916440851179139,0.11066913771988927
thanh1+󱛪,thanh1,0.08999443054199219,0.6706362035655323,0.16091550071836982
thanh1+𤗹,thanh1,0.07733678817749023,0.7410938177669506,0.17289576804134596
thanh1+󱞻,thanh1,0.09344962239265442,0.6616025317108104,0.1429816098147848
thanh1+󰍱,thanh1,0.056873057037591934,0.7178015469376305,0.1779304902566947
thanh1+󰄼,thanh1,0.05984209477901459,0.7763953425036889,0.10174664376692728
thanh1+𫢶,thanh1,0.060595981776714325,0.7599457903571208,0.1508954193637008
thanh1+𦟏,thanh1,0.06242230534553528,0.7708222728196744,0.11284009112067905
thanh1+𪴉,thanh1,0.10204958915710449,0.4891347533105552,0.13529675540725541
thanh1+𧞣,thanh1,0.11541227996349335,0.5046895327144612,0.28413814752035965
thanh1+󱏛,thanh1,0.10680560767650604,0.7332484904612641,0.14037669720600343
thanh1+󱛳,thanh1,0.10267414897680283,0.6672115344040227,0.12930398617021613
thanh1+󱥑,thanh1,0.0643484815955162,0.7460300569151266,0.12178128389713073
thanh1+𠌊,thanh1,0.11668030917644501,0.5742636995197112,0.10234288500244858
thanh1+𫵊,thanh1,0.07048559188842773,0.6920517004254265,0.13319750477093315
thanh1+󱩻,thanh1,0.11165967583656311,0.6560244233995928,0.14128940265619885
thanh1+𪺇,thanh1,0.08843164145946503,0.6995999722205738,0.15594330856565805
thanh1+𡂉,thanh1,0.10267151892185211,0.668173919363695,0.15431380634825886
thanh1+󰌋,thanh1,0.09627647697925568,0.6053508416234521,0.16392006345595314
thanh1+󱟠,thanh1,0.09812221676111221,0.6800060351273416,0.15952482518517055
thanh1+𡉎,thanh1,0.08869633823633194,0.7456553782837064,0.1479278901585321
thanh1+挒,thanh1,0.06858367472887039,0.7280808300926525,0.15340363650416988
thanh1+㙘,thanh1,0.08592897653579712,0.6947374310771512,0.13580399596363335
thanh1+𧋅,thanh1,0.10756824910640717,0.6799572124401789,0.08832430096482041
thanh1+𪩥,thanh1,0.10137362778186798,0.6870278608467992,0.14093067510268922
thanh1+󱭪,thanh1,0.10792113840579987,0.5772202619056668,0.20480834029234107
thanh1+𪥑,thanh1,0.10048666596412659,0.604311103696823,0.1619664602670659
